School Year,Division Number,Division Name,School Number,School Name,Total Count
2019-2020,128,Virginia Beach City ,590,Alanton Elementary,              85
2019-2020,128,Virginia Beach City ,550,Arrowhead Elementary,              79
2019-2020,128,Virginia Beach City ,115,Bayside 6th Grade Campus,              57
2019-2020,128,Virginia Beach City ,280,Bayside Elementary,              84
2019-2020,128,Virginia Beach City ,530,Bayside High,             250
2019-2020,128,Virginia Beach City ,700,Bayside Middle,             124
2019-2020,128,Virginia Beach City ,60,Birdneck Elementary,             127
2019-2020,128,Virginia Beach City ,790,Brandon Middle,             152
2019-2020,128,Virginia Beach City ,630,Brookwood Elementary,              92
2019-2020,128,Virginia Beach City ,40,Centerville Elementary,              92
2019-2020,128,Virginia Beach City ,990,Christopher Farms Elementary,              62
2019-2020,128,Virginia Beach City ,720,College Park Elementary,              73
2019-2020,128,Virginia Beach City ,1041,Corporate Landing Elementary,             104
2019-2020,128,Virginia Beach City ,980,Corporate Landing Middle,             172
2019-2020,128,Virginia Beach City ,230,Creeds Elementary,              32
2019-2020,128,Virginia Beach City ,106,Diamond Springs Elementary,              72
2019-2020,128,Virginia Beach City ,780,Fairfield Elementary,              70
2019-2020,128,Virginia Beach City ,610,First Colonial High,             204
2019-2020,128,Virginia Beach City ,440,Floyd Kellam High,             177
2019-2020,128,Virginia Beach City ,30,Frank W. Cox High,             194
2019-2020,128,Virginia Beach City ,870,Glenwood Elementary,             144
2019-2020,128,Virginia Beach City ,430,Great Neck Middle,             143
2019-2020,128,Virginia Beach City ,1050,Green Run Collegiate,              13
2019-2020,128,Virginia Beach City ,770,Green Run Elementary,              57
2019-2020,128,Virginia Beach City ,10,Green Run High,             225
2019-2020,128,Virginia Beach City ,540,Hermitage Elementary,              77
2019-2020,128,Virginia Beach City ,600,Holland Elementary,              66
2019-2020,128,Virginia Beach City ,740,Independence Middle,             199
2019-2020,128,Virginia Beach City ,800,Indian Lakes Elementary,              93
2019-2020,128,Virginia Beach City ,360,John B. Dey Elementary,              62
2019-2020,128,Virginia Beach City ,450,Kempsville Elementary,              82
2019-2020,128,Virginia Beach City ,620,Kempsville High,             181
2019-2020,128,Virginia Beach City ,410,Kempsville Meadows Elementary,              59
2019-2020,128,Virginia Beach City ,690,Kempsville Middle,              96
2019-2020,128,Virginia Beach City ,420,King's Grant Elementary,              75
2019-2020,128,Virginia Beach City ,580,Kingston Elementary,              35
2019-2020,128,Virginia Beach City ,932,Landstown Elementary,             138
2019-2020,128,Virginia Beach City ,1030,Landstown High,             221
2019-2020,128,Virginia Beach City ,931,Landstown Middle,             170
2019-2020,128,Virginia Beach City ,970,Larkspur Middle,             219
2019-2020,128,Virginia Beach City ,330,Linkhorn Park Elementary,              58
2019-2020,128,Virginia Beach City ,460,Luxford Elementary,              65
2019-2020,128,Virginia Beach City ,520,Lynnhaven Elementary,              56
2019-2020,128,Virginia Beach City ,730,Lynnhaven Middle,             137
2019-2020,128,Virginia Beach City ,500,Malibu Elementary,              65
2019-2020,128,Virginia Beach City ,1020,New Castle Elementary,              87
2019-2020,128,Virginia Beach City ,710,Newtown Elementary,              48
2019-2020,128,Virginia Beach City ,760,North Landing Elementary,              48
2019-2020,128,Virginia Beach City ,880,Ocean Lakes Elementary,              79
2019-2020,128,Virginia Beach City ,960,Ocean Lakes High,             224
2019-2020,128,Virginia Beach City ,80,Old Donation School,<
2019-2020,128,Virginia Beach City ,820,Parkway Elementary,              48
2019-2020,128,Virginia Beach City ,490,Pembroke Elementary,             142
2019-2020,128,Virginia Beach City ,660,Pembroke Meadows Elementary,              69
2019-2020,128,Virginia Beach City ,640,Plaza Middle,             114
2019-2020,128,Virginia Beach City ,680,Point O' View Elementary,              91
2019-2020,128,Virginia Beach City ,340,Princess Anne Elementary,              83
2019-2020,128,Virginia Beach City ,321,Princess Anne High,             232
2019-2020,128,Virginia Beach City ,750,Princess Anne Middle,             162
2019-2020,128,Virginia Beach City ,692,Providence Elementary,              63
2019-2020,128,Virginia Beach City ,900,Red Mill Elementary,              84
2019-2020,128,Virginia Beach City ,810,Rosemont Elementary,              54
2019-2020,128,Virginia Beach City ,840,Rosemont Forest Elementary,              58
2019-2020,128,Virginia Beach City ,830,Salem Elementary,              51
2019-2020,128,Virginia Beach City ,850,Salem High,             190
2019-2020,128,Virginia Beach City ,50,Salem Middle,             121
2019-2020,128,Virginia Beach City ,290,Seatack Elementary an Achievable Dream Academy,              48
2019-2020,128,Virginia Beach City ,300,Shelton Park Elementary,              83
2019-2020,128,Virginia Beach City ,940,Strawbridge Elementary,              61
2019-2020,128,Virginia Beach City ,910,Tallwood Elementary,              72
2019-2020,128,Virginia Beach City ,920,Tallwood High,             234
2019-2020,128,Virginia Beach City ,350,Thalia Elementary,              54
2019-2020,128,Virginia Beach City ,400,Thoroughgood Elementary,              63
2019-2020,128,Virginia Beach City ,100,Three Oaks Elementary,              72
2019-2020,128,Virginia Beach City ,510,Trantwood Elementary,              72
2019-2020,128,Virginia Beach City ,140,Virginia Beach Middle,              66
2019-2020,128,Virginia Beach City ,130,W.T. Cooke Elementary,              49
2019-2020,128,Virginia Beach City ,20,White Oaks Elementary,              98
2019-2020,128,Virginia Beach City ,470,Williams Elementary,              74
2019-2020,128,Virginia Beach City ,670,Windsor Oaks Elementary,              75
2019-2020,128,Virginia Beach City ,560,Windsor Woods Elementary,              98
2019-2020,128,Virginia Beach City ,390,Woodstock Elementary,              85
2019-2020,93,Warren County ,90,A.S. Rhodes Elementary,              10
2019-2020,93,Warren County ,140,E. Wilson Morrison Elementary,              54
2019-2020,93,Warren County ,371,Hilda J. Barbour Elementary,              67
2019-2020,93,Warren County ,20,Leslie Fox Keyser Elementary,             110
2019-2020,93,Warren County ,240,Ressie Jeffries Elementary,              64
2019-2020,93,Warren County ,250,Skyline High,             114
2019-2020,93,Warren County ,260,Skyline Middle School,              92
2019-2020,93,Warren County ,230,Warren County High,             117
2019-2020,93,Warren County ,280,Warren County Middle School,              88
2019-2020,94,Washington County ,1080,Abingdon Elementary,              95
2019-2020,94,Washington County ,1030,Abingdon High,             149
2019-2020,94,Washington County ,40,Damascus Middle,              37
2019-2020,94,Washington County ,1110,E.B. Stanley Middle,             111
2019-2020,94,Washington County ,1090,Glade Spring Middle,              58
2019-2020,94,Washington County ,260,Greendale Elementary,              65
2019-2020,94,Washington County ,1070,High Point Elementary,              81
2019-2020,94,Washington County ,1060,Holston High,              58
2019-2020,94,Washington County ,1040,John S. Battle High,              91
2019-2020,94,Washington County ,20,Meadowview Elementary,             114
2019-2020,94,Washington County ,1050,Patrick Henry High,              72
2019-2020,94,Washington County ,50,Rhea Valley Elementary,              77
2019-2020,94,Washington County ,1020,Valley Institute Elementary,              61
2019-2020,94,Washington County ,620,Wallace Middle,              70
2019-2020,94,Washington County ,70,Watauga Elementary,              84
2019-2020,130,Waynesboro City ,650,Berkeley Glenn Elementary,              20
2019-2020,130,Waynesboro City ,640,Kate Collins Middle,              89
2019-2020,130,Waynesboro City ,620,Wayne Hills Center,              27
2019-2020,130,Waynesboro City ,600,Waynesboro High,              87
2019-2020,130,Waynesboro City ,580,Wenonah Elementary,              17
2019-2020,130,Waynesboro City ,630,Westwood Hills Elementary,              49
2019-2020,130,Waynesboro City ,751,William Perry Elementary,              55
2019-2020,207,West Point ,280,West Point Elementary,              50
2019-2020,207,West Point ,290,West Point Middle/High,              47
2019-2020,95,Westmoreland County ,210,Cople Elementary,              51
2019-2020,95,Westmoreland County ,300,Montross Middle,              68
2019-2020,95,Westmoreland County ,120,Washington & Lee High,              87
2019-2020,95,Westmoreland County ,310,Washington District Elementary,              55
2019-2020,131,Williamsburg-James City County ,60,Berkeley Middle,             102
2019-2020,131,Williamsburg-James City County ,40,Clara Byrd Baker Elementary,             111
2019-2020,131,Williamsburg-James City County ,80,D.J. Montague Elementary,              96
2019-2020,131,Williamsburg-James City County ,190,J. Blaine Blayton Elementary,             141
2019-2020,131,Williamsburg-James City County ,25,James Blair Middle,              80
2019-2020,131,Williamsburg-James City County ,201,James River Elementary,              71
2019-2020,131,Williamsburg-James City County ,202,Jamestown High,             155
2019-2020,131,Williamsburg-James City County ,90,Lafayette High,             166
2019-2020,131,Williamsburg-James City County ,50,Laurel Lane Elementary,             116
2019-2020,131,Williamsburg-James City County ,191,Lois Hornsby Middle,             124
2019-2020,131,Williamsburg-James City County ,205,Matoaka Elementary,              90
2019-2020,131,Williamsburg-James City County ,10,Matthew Whaley Elementary,              78
2019-2020,131,Williamsburg-James City County ,70,Norge Elementary,             142
2019-2020,131,Williamsburg-James City County ,203,Stonehouse Elementary,             128
2019-2020,131,Williamsburg-James City County ,100,Toano Middle,             108
2019-2020,131,Williamsburg-James City County ,204,Warhill High,             226
2019-2020,132,Winchester City ,75,Daniel Morgan Intermediate School,             111
2019-2020,132,Winchester City ,70,Daniel Morgan Middle School,             116
2019-2020,132,Winchester City ,80,Frederick Douglass Elementary,              53
2019-2020,132,Winchester City ,50,Garland R. Quarles Elementary,              52
2019-2020,132,Winchester City ,40,John Handley High School,             207
2019-2020,132,Winchester City ,90,John Kerr Elementary,              62
2019-2020,132,Winchester City ,20,Virginia Avenue Charlotte Dehart Elementary ,              36
2019-2020,96,Wise County ,1000,Central High,              95
2019-2020,96,Wise County ,651,Coeburn Middle,              54
2019-2020,96,Wise County ,653,Coeburn Primary,              63
2019-2020,96,Wise County ,652,Eastside High,              55
2019-2020,96,Wise County ,73,J.W. Adams Combined,             104
2019-2020,96,Wise County ,320,L.F. Addington Middle,              87
2019-2020,96,Wise County ,871,St. Paul Elementary,              46
2019-2020,96,Wise County ,1010,Union High,              87
2019-2020,96,Wise County ,1013,Union Middle,              90
2019-2020,96,Wise County ,1012,Union Primary School,             100
2019-2020,96,Wise County ,1020,Wise Primary,             108
2019-2020,97,Wythe County ,760,Fort Chiswell High,              69
2019-2020,97,Wythe County ,1073,Fort Chiswell Middle,              47
2019-2020,97,Wythe County ,721,George Wythe High,              37
2019-2020,97,Wythe County ,730,Jackson Memorial Elementary,              35
2019-2020,97,Wythe County ,100,Max Meadows Elementary,              58
2019-2020,97,Wythe County ,201,Rural Retreat Elementary,              58
2019-2020,97,Wythe County ,202,Rural Retreat High,              29
2019-2020,97,Wythe County ,1074,Rural Retreat Middle,              21
2019-2020,97,Wythe County ,1075,Scott Memorial Middle,              58
2019-2020,97,Wythe County ,740,Sheffey Elementary,              28
2019-2020,97,Wythe County ,440,Speedwell Elementary,              28
2019-2020,97,Wythe County ,190,Spiller Elementary,             129
2019-2020,98,York County ,180,Bethel Manor Elementary,             110
2019-2020,98,York County ,20,Bruton High,              86
2019-2020,98,York County ,90,Coventry Elementary,              78
2019-2020,98,York County ,160,Dare Elementary,              53
2019-2020,98,York County ,140,Grafton Bethel Elementary,             115
2019-2020,98,York County ,332,Grafton High,             109
2019-2020,98,York County ,333,Grafton Middle,             109
2019-2020,98,York County ,10,Magruder Elementary,              92
2019-2020,98,York County ,80,Mount Vernon Elementary ,              75
2019-2020,98,York County ,200,Queens Lake Middle,              57
2019-2020,98,York County ,170,Seaford Elementary,              61
2019-2020,98,York County ,50,Tabb Elementary,              80
2019-2020,98,York County ,230,Tabb High,             100
2019-2020,98,York County ,190,Tabb Middle,             103
2019-2020,98,York County ,220,Waller Mill Elementary,              42
2019-2020,98,York County ,30,York High,             120
2019-2020,98,York County ,335,York River Academy,              29
2019-2020,98,York County ,210,Yorktown Elementary,              86
2019-2020,98,York County ,60,Yorktown Middle,              69
