LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,AM_M_7,AS_M_7,BL_M_7,HI_M_7,MU_M_7,PI_M_7,WH_M_7,AM_F_7,AS_F_7,BL_F_7,HI_F_7,MU_F_7,PI_F_7,WH_F_7,TOTAL_STUDENTS_REPORTED_M,TOTAL_STUDENTS_REPORTED_F,WDIS_M,WDIS_F,DISAB504_M,DISAB504_F,LEP_M,LEP_F,H_M,H_F
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,486,Greenbriar East Elementary,510126000486,No,0,8,3,3,4,0,19,0,7,0,10,1,1,17,37,36,10,7,1,-8,15,17,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,487,Greenbriar West Elementary,510126000487,No,-8,9,0,5,1,-8,3,0,11,0,1,1,-8,11,18,24,4,1,-8,1,6,5,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,488,Groveton Elementary,510126000488,No,0,4,2,12,2,-8,1,0,3,6,16,0,0,4,21,29,3,6,2,-8,11,17,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,489,West Potomac High,510126000489,No,0,17,33,79,5,0,56,1,12,27,85,9,0,57,190,191,60,43,10,13,56,57,6,3
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,490,Gunston Elementary,510126000490,No,-8,3,4,7,2,-8,4,-8,2,0,5,1,-8,7,20,15,5,1,-8,-8,9,5,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,491,Haycock Elementary,510126000491,No,-8,4,0,0,1,0,9,-8,1,1,1,1,-8,7,14,11,7,2,-8,-8,2,0,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,492,Hayfield Elementary,510126000492,No,-8,3,5,5,2,0,9,0,0,2,0,2,-8,6,24,10,5,2,2,1,11,1,2,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,493,Hayfield Secondary,510126000493,No,0,20,24,41,10,2,47,1,24,32,30,6,1,28,144,122,40,14,5,11,33,16,4,6
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,494,Herndon Elementary,510126000494,No,-8,7,3,17,0,-8,4,-8,5,2,21,1,-8,5,31,34,5,7,-8,-8,20,26,4,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,495,Herndon High,510126000495,No,1,19,20,165,6,-8,52,1,13,17,130,5,-8,33,263,199,67,39,1,2,149,103,13,16
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,496,Herndon Middle,510126000496,No,0,3,6,40,2,0,17,0,1,4,35,1,-8,16,68,57,27,15,3,1,35,34,4,5
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,497,Bryant High,510126000497,No,1,7,11,67,5,-8,7,2,7,14,83,4,-8,5,98,115,18,8,-8,-8,61,73,5,10
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,499,Hollin Meadows Elementary,510126000499,No,1,0,13,25,1,-8,4,0,7,10,17,1,0,6,44,41,15,5,-8,1,26,24,2,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,500,Holmes Middle,510126000500,No,1,10,4,22,1,0,8,1,8,10,25,0,-8,5,46,49,11,9,-8,2,30,29,0,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,501,Hunt Valley Elementary,510126000501,No,-8,2,1,0,1,-8,8,0,0,1,3,0,-8,8,12,12,4,1,1,-8,3,1,-8,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,502,Hunters Woods Elementary School for the Arts and Sciences,510126000502,No,-8,7,4,3,3,0,15,-8,6,2,1,2,-8,13,32,24,6,5,-8,1,10,5,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,503,Hybla Valley Elementary,510126000503,No,0,7,6,41,1,-8,4,0,2,6,45,0,-8,1,59,54,15,3,5,-8,42,40,5,5
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,504,Irving Middle,510126000504,No,-8,6,2,7,1,-8,21,0,3,2,9,5,0,20,37,39,14,13,-8,3,9,8,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,505,Stuart High,510126000505,No,0,18,14,139,5,-8,39,1,22,19,144,7,0,35,215,228,43,41,2,3,129,126,21,18
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,508,Keene Mill Elementary,510126000508,No,0,5,0,6,1,0,2,0,1,1,4,0,0,5,14,11,1,1,-8,1,6,4,2,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,509,Kent Gardens Elementary,510126000509,No,-8,0,0,4,0,0,13,0,1,1,3,0,0,12,17,17,1,3,1,-8,1,5,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,510,Key Center School,510126000510,No,-8,2,1,3,2,-8,5,-8,2,0,1,0,-8,7,13,10,14,11,-8,-8,8,5,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,511,Key Middle,510126000511,No,0,9,4,19,1,-8,9,0,13,2,13,0,0,8,42,36,11,9,2,1,21,24,3,3
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,512,Kilmer Center,510126000512,No,-8,2,2,6,2,-8,3,-8,1,2,1,2,-8,4,15,10,15,10,-8,-8,6,4,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,513,Kilmer Middle,510126000513,No,-8,3,3,8,4,-8,18,0,6,5,14,5,-8,7,36,37,8,9,4,2,12,13,0,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,514,Kings Park Elementary,510126000514,No,0,3,0,13,2,-8,7,-8,0,1,7,1,-8,6,25,15,8,3,-8,-8,13,6,2,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,515,Lake Anne Elementary,510126000515,No,-8,5,2,7,4,-8,6,0,2,3,6,1,-8,7,24,19,5,2,1,-8,13,4,2,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,516,Lake Braddock Secondary,510126000516,No,-8,17,13,41,4,0,87,0,20,10,27,9,1,92,162,159,56,30,15,18,34,15,7,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,517,Langley High,510126000517,No,0,17,3,9,5,1,62,0,8,1,1,3,0,43,97,56,12,6,13,10,4,1,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,518,Lanier Middle,510126000518,No,0,6,2,11,1,0,20,0,3,3,11,0,0,16,40,33,8,4,4,2,18,14,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,519,Laurel Ridge Elementary,510126000519,No,-8,3,1,7,2,-8,8,0,2,2,2,2,-8,8,21,16,11,3,3,-8,6,3,0,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,521,Lee High,510126000521,No,1,26,10,91,3,-8,19,0,30,19,93,5,-8,31,150,178,44,34,2,3,71,77,10,8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,522,Lemon Road Elementary,510126000522,No,-8,10,1,1,1,-8,3,0,6,0,3,0,-8,2,16,11,3,1,1,1,12,4,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,525,Little Run Elementary,510126000525,No,-8,0,0,0,1,-8,0,-8,2,0,6,0,-8,5,1,13,0,3,-8,-8,0,8,-8,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,526,London Towne Elementary,510126000526,No,-8,5,2,12,2,-8,7,2,4,3,11,0,0,9,28,29,7,6,-8,-8,16,9,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,527,Longfellow Middle,510126000527,No,0,3,0,5,5,-8,16,-8,5,1,5,3,0,24,29,38,4,7,-8,3,6,3,0,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,529,Archer Elementary,510126000529,No,0,1,0,2,0,-8,10,-8,0,0,1,0,-8,7,13,8,2,0,1,1,2,2,-8,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,530,Jackson Middle,510126000530,No,1,11,10,36,2,-8,18,0,3,3,29,2,-8,13,78,50,25,13,2,1,44,28,2,3
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,531,Lynbrook Elementary,510126000531,No,0,5,0,10,0,0,0,1,3,0,15,0,-8,2,15,21,5,5,-8,-8,14,20,2,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,532,Madison High,510126000532,No,0,8,2,29,8,0,43,1,11,2,29,4,-8,44,90,91,27,16,11,10,25,22,4,8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,533,Mantua Elementary,510126000533,No,-8,4,2,3,1,-8,6,0,2,0,0,2,0,4,16,8,7,2,2,2,2,0,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,535,Marshall High,510126000535,No,0,15,4,46,6,0,61,3,13,8,44,7,0,60,132,135,30,24,6,13,48,30,1,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,536,Marshall Road Elementary,510126000536,No,0,4,2,5,1,-8,10,-8,5,2,4,1,-8,3,22,15,12,4,-8,1,14,5,0,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,538,McLean High,510126000538,No,0,10,4,20,4,-8,47,0,18,4,20,5,-8,28,85,75,18,12,14,10,16,16,2,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,539,Mosby Woods Elementary,510126000539,No,0,7,0,3,1,0,17,0,1,0,2,0,-8,3,28,6,6,0,-8,-8,10,3,-8,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,540,Mount Eagle Elementary,510126000540,No,-8,1,4,3,0,-8,0,-8,0,5,9,0,0,1,8,15,1,1,-8,-8,1,9,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,542,Mount Vernon High,510126000542,No,3,11,53,147,3,0,32,0,9,67,150,10,1,43,249,280,61,58,3,8,110,105,13,17
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,543,Mount Vernon Woods Elementary,510126000543,No,-8,3,11,16,1,-8,2,-8,2,9,16,0,-8,0,33,27,11,2,2,-8,18,15,4,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,544,Navy Elementary,510126000544,No,-8,8,1,3,1,-8,5,0,6,2,2,0,-8,5,18,15,4,2,-8,1,6,5,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,546,North Springfield Elementary,510126000546,No,0,3,1,4,3,-8,4,-8,2,0,4,0,-8,1,15,7,4,2,-8,-8,6,5,2,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,548,Oak View Elementary,510126000548,No,-8,2,1,4,2,-8,4,0,1,4,0,2,0,8,13,15,4,2,-8,1,3,3,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,549,Oakton Elementary,510126000549,No,0,6,0,2,1,0,8,0,3,1,2,0,0,6,17,12,3,3,-8,-8,5,4,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,550,Oakton High,510126000550,No,1,26,11,25,11,0,72,2,35,13,33,7,0,72,146,162,29,24,11,12,29,28,1,4
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,551,Olde Creek Elementary,510126000551,No,-8,3,0,3,0,-8,8,-8,0,3,1,0,-8,1,14,5,10,3,1,-8,5,3,1,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,552,Orange Hunt Elementary,510126000552,No,-8,1,4,8,0,-8,6,0,1,1,5,0,-8,6,19,13,1,2,-8,1,7,5,1,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,553,Parklawn Elementary,510126000553,No,0,1,5,6,0,-8,1,-8,1,3,9,0,-8,2,13,15,2,3,-8,-8,7,12,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,556,Pine Spring Elementary,510126000556,No,0,2,1,15,1,-8,1,0,6,1,6,1,-8,1,20,15,3,1,2,-8,17,11,0,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,557,Poe Middle,510126000557,No,0,3,3,27,0,-8,5,0,4,5,29,3,-8,1,38,42,12,6,-8,2,22,27,1,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,559,Ravensworth Elementary,510126000559,No,0,1,0,0,2,0,2,-8,0,1,5,0,-8,1,5,7,2,1,-8,-8,1,3,0,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,560,Riverside Elementary,510126000560,No,0,0,9,15,1,-8,3,0,3,7,27,0,-8,2,28,39,9,0,-8,-8,14,27,3,6
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,561,Robinson Secondary,510126000561,No,0,19,8,22,5,0,87,0,20,5,23,6,0,120,141,174,33,32,7,23,22,13,4,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,562,Rolling Valley Elementary,510126000562,No,0,5,0,6,0,-8,8,1,3,1,4,0,-8,8,19,17,4,5,-8,-8,15,9,-8,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,563,Rose Hill Elementary,510126000563,No,1,5,1,10,0,0,5,0,1,5,8,1,-8,7,22,22,6,6,1,-8,12,12,0,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,564,Shrevewood Elementary,510126000564,No,0,10,4,4,2,0,8,0,7,1,3,0,-8,10,28,21,11,2,2,-8,16,8,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,565,Sleepy Hollow Elementary,510126000565,No,-8,0,0,1,0,-8,3,-8,2,0,4,0,-8,0,4,6,1,0,-8,-8,2,4,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,566,South Lakes High,510126000566,No,0,14,21,75,18,0,50,0,13,27,68,9,0,64,178,181,63,40,9,17,62,53,10,11
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,567,Spring Hill Elementary,510126000567,No,0,7,1,4,2,-8,7,0,4,1,3,2,-8,14,21,24,6,1,-8,1,12,10,-8,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,568,Springfield Estates Elementary,510126000568,No,0,9,4,4,1,0,6,0,3,1,11,0,-8,5,24,20,6,3,-8,-8,9,14,1,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,569,Stenwood Elementary,510126000569,No,0,4,0,1,0,-8,4,-8,1,0,2,0,-8,7,9,10,1,2,-8,-8,4,4,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,570,Stratford Landing Elementary,510126000570,No,0,2,8,3,1,0,1,-8,0,5,2,1,0,2,15,10,2,4,1,-8,5,1,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,571,Sunrise Valley Elementary,510126000571,No,-8,4,2,5,2,-8,9,-8,2,1,0,1,-8,9,22,13,7,4,1,-8,9,1,1,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,573,Terraset Elementary,510126000573,No,0,2,5,5,1,-8,3,0,1,2,7,1,0,1,16,12,2,2,-8,1,5,7,4,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,574,Thoreau Middle,510126000574,No,1,1,0,5,2,-8,18,-8,0,1,2,1,0,15,27,19,4,4,2,3,4,3,1,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,575,Timber Lane Elementary,510126000575,No,0,2,1,13,0,0,2,-8,2,1,6,0,-8,0,18,9,4,1,1,-8,13,7,2,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,576,Twain Middle,510126000576,No,0,5,9,14,2,-8,9,0,6,9,22,3,1,13,39,54,17,17,1,1,10,19,1,4
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,577,Vienna Elementary,510126000577,No,0,4,1,3,2,-8,6,-8,0,1,0,0,-8,10,16,11,5,1,-8,3,2,3,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,580,Wakefield Forest Elementary,510126000580,No,0,2,0,5,0,-8,11,-8,4,0,1,0,-8,3,18,8,5,1,-8,-8,6,1,0,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,582,Washington Mill Elementary,510126000582,No,0,5,7,18,2,0,8,-8,5,7,15,0,-8,5,40,32,7,7,1,1,26,17,5,4
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,583,Waynewood Elementary,510126000583,No,-8,0,0,0,1,1,12,0,0,0,0,1,0,9,14,10,4,2,1,-8,1,0,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,584,West Springfield Elementary,510126000584,No,0,3,0,1,1,-8,5,0,1,2,2,1,-8,6,10,12,7,2,-8,-8,3,1,-8,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,585,West Springfield High,510126000585,No,0,12,9,31,9,0,49,0,12,8,29,5,1,64,110,119,22,29,12,15,19,12,2,4
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,586,Westbriar Elementary,510126000586,No,-8,4,3,3,0,-8,9,0,4,0,1,1,-8,12,19,18,5,1,3,-8,5,9,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,587,Westgate Elementary,510126000587,No,0,10,1,7,1,0,4,0,5,0,4,1,0,5,23,15,5,3,3,2,12,8,-8,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,588,Westlawn Elementary,510126000588,No,0,4,1,20,1,-8,4,0,5,0,18,2,-8,5,30,30,4,4,1,-8,23,22,0,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,590,Weyanoke Elementary,510126000590,No,0,7,2,8,0,-8,1,-8,5,0,9,1,-8,1,18,16,2,2,-8,-8,16,14,3,4
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,594,Wolftrap Elementary,510126000594,No,0,5,0,1,0,-8,5,-8,3,0,0,0,-8,4,11,7,1,1,1,2,1,1,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,597,Woodburn Elementary,510126000597,No,0,3,1,10,0,-8,2,-8,2,2,18,0,-8,4,16,26,3,3,-8,-8,13,19,3,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,598,Woodlawn Elementary,510126000598,No,0,3,6,16,0,0,1,0,2,5,12,0,0,3,26,22,7,6,-8,-8,17,12,3,3
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,599,Woodley Hills Elementary,510126000599,No,-8,4,3,19,0,1,6,0,0,4,17,3,-8,1,33,25,13,7,-8,-8,20,16,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,600,Woodson High,510126000600,No,0,19,8,13,1,-8,55,0,19,3,22,9,1,70,96,124,30,28,14,20,16,12,3,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,767,Aldrin Elementary,510126000767,No,-8,5,0,2,5,-8,6,-8,6,0,5,1,-8,7,18,19,1,2,-8,-8,6,10,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,768,Deer Park Elementary,510126000768,No,-8,3,0,8,2,0,10,0,4,0,9,5,-8,7,23,25,8,4,-8,1,7,10,1,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,775,Centreville Elementary,510126000775,No,-8,4,4,8,0,-8,10,-8,1,1,8,1,0,10,26,21,8,2,1,1,8,10,2,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1091,Lane Elementary,510126001091,No,0,8,2,5,0,3,13,0,4,3,4,0,0,13,31,24,10,3,1,-8,18,14,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1093,Halley Elementary,510126001093,No,-8,1,12,5,1,-8,9,-8,6,7,9,1,0,7,28,30,9,3,1,1,8,13,4,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1099,Mountain View High,510126001099,No,2,6,9,25,-8,1,5,-8,0,2,26,2,-8,4,48,34,8,6,1,1,32,19,3,2
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1756,Carson Middle,510126001756,No,-8,6,1,4,3,0,4,-8,3,1,4,1,0,7,18,16,4,1,-8,1,7,2,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1767,Fort Belvoir Elementary,510126001767,No,1,1,6,14,7,0,35,0,2,5,8,3,0,22,64,40,18,7,1,-8,4,3,-8,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1836,Clearview Elementary,510126001836,No,0,3,1,13,1,-8,7,-8,1,0,8,2,-8,9,25,20,9,5,-8,1,18,9,4,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1837,Forestville Elementary,510126001837,No,-8,1,1,3,0,-8,10,0,3,1,0,3,-8,7,15,14,2,1,1,-8,2,3,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1838,Fox Mill Elementary,510126001838,No,-8,3,1,2,1,-8,8,-8,6,0,3,4,0,4,15,17,5,6,1,1,3,7,1,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1839,Hughes Middle,510126001839,No,-8,1,12,13,3,-8,18,0,1,11,14,3,-8,14,47,43,17,8,4,3,20,16,2,3
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1840,Kings Glen Elementary,510126001840,No,-8,0,0,0,3,0,4,0,3,2,5,2,-8,4,7,16,1,2,1,1,0,5,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1841,Rocky Run Middle,510126001841,No,0,11,1,8,3,-8,22,1,10,3,5,4,1,23,45,47,7,5,5,3,12,3,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1842,Terra Centre Elementary,510126001842,No,-8,2,1,2,0,-8,3,0,3,1,2,1,-8,8,8,15,4,2,-8,2,3,4,-8,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1843,White Oaks Elementary,510126001843,No,-8,5,5,7,2,-8,8,0,3,2,6,1,0,3,27,15,9,1,-8,-8,8,7,2,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1904,Bull Run Elementary,510126001904,No,-8,4,3,6,2,-8,1,0,3,2,6,1,-8,5,16,17,4,1,-8,1,7,9,0,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1992,Cherry Run Elementary,510126001992,No,-8,0,0,1,1,-8,3,-8,0,0,1,0,-8,2,5,3,2,0,1,1,1,1,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1993,Newington Forest Elementary,510126001993,No,0,0,1,4,1,0,8,-8,7,1,1,2,0,2,14,13,5,3,1,-8,1,6,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,1994,Oak Hill Elementary,510126001994,No,-8,5,1,2,1,-8,6,-8,4,1,0,0,-8,6,15,11,6,2,1,-8,3,0,2,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2007,Franklin Middle,510126002007,No,-8,6,0,3,3,0,12,-8,4,4,5,2,-8,16,24,31,6,7,4,2,9,7,0,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2034,Thomas Jefferson High for Science and Technology,510126002034,No,3,18,0,0,1,0,6,2,17,0,1,2,2,7,28,31,1,2,2,4,1,0,0,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2058,Armstrong Elementary,510126002058,No,-8,2,1,3,2,-8,6,-8,1,0,3,3,-8,15,14,22,9,5,2,-8,1,6,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2060,Union Mill Elementary,510126002060,No,-8,1,4,7,3,0,8,-8,1,1,4,4,-8,15,23,25,9,6,-8,-8,5,2,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2061,Cub Run Elementary,510126002061,No,-8,2,1,3,1,-8,8,-8,4,0,6,1,-8,6,15,17,5,3,-8,1,5,7,0,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2063,Lees Corner Elementary,510126002063,No,2,4,2,5,1,-8,7,-8,4,1,5,0,-8,3,21,13,6,7,1,-8,8,7,-8,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2114,Centreville High,510126002114,No,-8,24,17,54,10,0,40,0,28,12,42,6,1,49,145,138,41,29,4,2,53,39,12,8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2115,Silverbrook Elementary,510126002115,No,-8,1,1,1,0,-8,3,0,1,2,10,1,0,9,6,23,2,2,-8,-8,2,6,3,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2116,Bonnie Brae Elementary,510126002116,No,0,3,2,7,4,-8,10,-8,2,1,5,1,-8,6,26,15,10,3,1,1,6,3,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2117,Dranesville Elementary,510126002117,No,0,2,2,16,1,-8,4,0,1,0,14,0,-8,8,25,23,7,1,-8,1,18,13,0,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2118,Crossfield Elementary,510126002118,No,-8,3,1,1,1,-8,13,0,0,1,1,1,0,6,19,9,7,4,-8,-8,2,0,-8,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2119,Sangster Elementary,510126002119,No,1,0,0,1,1,0,4,0,0,0,0,1,-8,5,7,6,1,3,1,1,1,1,1,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2144,Saratoga Elementary,510126002144,No,0,8,3,5,1,-8,4,-8,5,5,5,2,-8,3,21,20,8,4,-8,3,11,10,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2146,Virginia Run Elementary,510126002146,No,0,2,0,7,0,0,6,-8,1,0,5,0,-8,7,15,13,5,1,-8,-8,6,5,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2147,Willow Springs Elementary,510126002147,No,1,5,0,2,0,0,11,-8,7,0,1,1,0,9,19,18,7,0,1,-8,7,4,-8,0
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2182,Poplar Tree Elementary,510126002182,No,-8,3,0,4,1,-8,10,0,1,1,3,0,0,9,18,14,15,4,-8,1,9,1,-8,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2183,Centre Ridge Elementary,510126002183,No,1,5,5,15,3,-8,10,-8,7,3,19,3,0,10,39,42,11,8,-8,-8,24,23,3,4
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2271,Liberty Middle,510126002271,No,0,7,9,10,4,1,16,-8,2,4,15,2,-8,11,47,34,14,11,2,1,12,13,2,4
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2272,McNair Elementary,510126002272,No,0,44,1,3,0,-8,4,0,37,4,2,1,0,2,52,46,6,3,-8,2,26,22,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2333,Colvin Run Elementary,510126002333,No,0,3,0,0,0,-8,5,0,1,0,1,0,0,6,8,8,1,1,1,1,3,1,0,-8
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2334,Island Creek Elementary,510126002334,No,0,0,2,5,1,0,4,-8,1,3,1,3,0,6,12,14,6,1,-8,-8,7,2,1,1
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,2335,Lorton Station Elementary,510126002335,No,0,10,7,10,3,-8,3,0,5,8,7,1,0,2,33,23,9,6,1,-8,17,7,2,1
