LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_ENR,LEA_ENR_NONLEAFAC,LEA_SCHOOLS,LEA_CRCOORD_SEX_IND,LEA_CRCOORD_RAC_IND,LEA_CRCOORD_DIS_IND,LEA_CRCOORD_SEX_FN,LEA_CRCOORD_SEX_LN,LEA_CRCOORD_SEX_PH,LEA_CRCOORD_SEX_EM,LEA_CRCOORD_RAC_FN,LEA_CRCOORD_RAC_LN,LEA_CRCOORD_RAC_PH,LEA_CRCOORD_RAC_EM,LEA_CRCOORD_DIS_FN,LEA_CRCOORD_DIS_LN,LEA_CRCOORD_DIS_PH,LEA_CRCOORD_DIS_EM,LEA_DESEGPLAN,LEA_HBPOLICY_IND,LEA_HBPOLICYURL_IND,LEA_HBPOLICY_URL,LEA_ECE_IND,LEA_ECE_NONIDEA,LEA_PS_IND,LEA_PS_FULLDAYFREE,LEA_PS_FULLDAYCOST,LEA_PS_PARTDAYFREE,LEA_PS_PARTDAYCOST,LEA_PSENR_NONIDEA_A3,LEA_PSENR_NONIDEA_A4,LEA_PSENR_NONIDEA_A5,LEA_PSENR_A2,LEA_PSENR_A3,LEA_PSENR_A4,LEA_PSENR_A5,LEA_PSELIG_ALL,LEA_PSELIG_IDEA,LEA_PSELIG_TITLEI,LEA_PSELIG_LOWINC,LEA_KG_IND,LEA_KG_FULLDAYFREE,LEA_KG_FULLDAYCOST,LEA_KG_PARTDAYFREE,LEA_KG_PARTDAYCOST,LEA_GED_IND,LEA_GEDPART_HI_M,LEA_GEDPART_HI_F,LEA_GEDPART_AM_M,LEA_GEDPART_AM_F,LEA_GEDPART_AS_M,LEA_GEDPART_AS_F,LEA_GEDPART_HP_M,LEA_GEDPART_HP_F,LEA_GEDPART_BL_M,LEA_GEDPART_BL_F,LEA_GEDPART_WH_M,LEA_GEDPART_WH_F,LEA_GEDPART_TR_M,LEA_GEDPART_TR_F,TOT_GEDPART_M,TOT_GEDPART_F,LEA_GEDPART_LEP_M,LEA_GEDPART_LEP_F,LEA_GEDPART_IDEA_M,LEA_GEDPART_IDEA_F,LEA_GEDCRED_HI_M,LEA_GEDCRED_HI_F,LEA_GEDCRED_AM_M,LEA_GEDCRED_AM_F,LEA_GEDCRED_AS_M,LEA_GEDCRED_AS_F,LEA_GEDCRED_HP_M,LEA_GEDCRED_HP_F,LEA_GEDCRED_BL_M,LEA_GEDCRED_BL_F,LEA_GEDCRED_WH_M,LEA_GEDCRED_WH_F,LEA_GEDCRED_TR_M,LEA_GEDCRED_TR_F,TOT_GEDCRED_M,TOT_GEDCRED_F,LEA_GEDCRED_LEP_M,LEA_GEDCRED_LEP_F,LEA_GEDCRED_IDEA_M,LEA_GEDCRED_IDEA_F,LEA_DISTED_IND,LEA_DISTEDENR_HI_M,LEA_DISTEDENR_HI_F,LEA_DISTEDENR_AM_M,LEA_DISTEDENR_AM_F,LEA_DISTEDENR_AS_M,LEA_DISTEDENR_AS_F,LEA_DISTEDENR_HP_M,LEA_DISTEDENR_HP_F,LEA_DISTEDENR_BL_M,LEA_DISTEDENR_BL_F,LEA_DISTEDENR_WH_M,LEA_DISTEDENR_WH_F,LEA_DISTEDENR_TR_M,LEA_DISTEDENR_TR_F,TOT_DISTEDENR_M,TOT_DISTEDENR_F,LEA_DISTEDENR_LEP_M,LEA_DISTEDENR_LEP_F,LEA_DISTEDENR_IDEA_M,LEA_DISTEDENR_IDEA_F
TX,TEXAS,4800011,ALVARADO ISD,P O BOX 387,ALVARADO,76009,No,3551,0,7,Yes,Yes,Yes,Lori,Nunez,(817) 781-5082,lorin@alvaradoisd.net,Kenneth,Estes,(817) 790-5933,KenE@alvaradoisd.net,Arlene,Gallagher,(817) 783-6812,arleneg@alvaradoisd.net,No,Yes,Yes,http://http://pol.tasb.org/Policy/Download/735?filename=FFH(LEGAL).pdf,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,0,0,83,8,No,Yes,No,Yes,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800012,CHISUM ISD,3250 S CHURCH ST,PARIS,75462,No,950,950,3,Yes,Yes,Yes,Amy,Johnson,903-737-2800 x 3330,ajohnson@chisumisd.org,Tommy,Chalaire,903-737-2830 x 3070,trchalaire@chisumisd.org,Amy,Johnson,903-737-2800 x 3330,ajohnson@chisumisd.org,No,Yes,Yes,www.chisumisd.org,No,-9,Yes,Yes,No,No,No,No,Yes,Yes,0,0,41,8,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,2,2,0,0,0,0,0,0,0,0,8,11,0,0,10,13,0,0,0,0
TX,TEXAS,4800014,GEORGE GERVIN ACADEMY,6944 SUNBELT DR S,SAN ANTONIO,78218,No,1298,0,2,Yes,Yes,Yes,Karen,Camp,(210)568-8800,kcamp@gervin-school.org,Karen,Camp,(210)568-8800,kcamp@gervin-school.org,Linda,Freeman,(210)568-8800,lfreeman@gervin-school.org,No,Yes,No,-9,No,-9,Yes,Yes,No,No,No,Yes,Yes,Yes,0,122,323,191,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,325 W 12TH STE 200,DALLAS,75208,No,15603,4055,11,Yes,Yes,Yes,Christine,Ortiz,2149432244,cortiz@texanscan.org,Christine,Ortiz,2149432244,cortiz@texanscan.org,Matthew,Telepak,2149432244,mtelepak@texanscan.org,No,Yes,Yes,www.texanscan.org,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800018,SER-NINOS CHARTER SCHOOL,5815 ALDER DR,HOUSTON,77081,No,1091,0,3,Yes,Yes,Yes,Charmaine,Constantine,(713)667-6145,charmconst@aol.com,Charmaine,Constantine,(713)667-6145,charmconst@aol.com,Charmaine,Constantine,(713)667-6145,charmconst@aol.com,No,Yes,Yes,www.serninos.org,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,0,77,122,128,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800019,ARISTOI CLASSICAL ACADEMY,5618 ELEVENTH ST,KATY,77493,No,644,0,2,Yes,Yes,Yes,Brenda,Davidson,(281)391-5003 x 6107,bdavidson@aristoiclassical.org,Brenda,Davidson,(281)391-5003 x6107,bdavidson@aristoiclassical.org,Brenda,Davidson,(281)391-5003 x6107,bdavidson@aristoiclassical.org,No,Yes,Yes,https://1.cdn.edl.io/tC9ddS3jep8JZ7LH5hls8rUKxmBPRumbfWk9nzFk7lDcWHjF.pdf,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800020,GEORGE I SANCHEZ CHARTER,6001 GULF FWY BLDG B3,HOUSTON,77023,Yes,833,0,2,Yes,Yes,Yes,Amanda,Mendiola,7139292396,amendiola@aama.org,Amanda,Mendiola,7139292396,amendiola@aama.org,Amanda,Mendiola,7139292396,amendiola@aama.org,No,Yes,Yes,http://www.aama.org/sanchez-charter-school/student/parent-handbook/,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,0,0,32,65,Yes,-9,-9,-9,No,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,2950 BROADWAY,HOUSTON,77017,No,1299,0,4,Yes,Yes,Yes,Alma,Perez-Silva,(713) 640-3710,perezsilvaa@tejanocenter.org,Alma,Perez-Silva,(713) 640-3710,perezsilvaa@tejancenter.org,Maria,Salinas,(713) 640-3710,salinasm@tejanocenter.org,No,Yes,Yes,https:www.tejanocenter.org,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800024,WACO CHARTER SCHOOL,615 N 25TH ST,WACO,76707,No,220,0,1,Yes,Yes,Yes,Tracy,Guillory,254-754-8169,tracy.guillory@eoacwaco.org,Tracy,Guillory,254-754-8169,tracy.guillory@eoacwaco.org,Tracy,Guillory,254-754-8169,tracy.guillory@eoacwaco.org,No,Yes,No,-9,No,-9,Yes,No,No,Yes,No,No,Yes,No,0,0,20,0,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800025,DR M L GARZA-GONZALEZ CHARTER SCHOOL,4129 GREENWOOD DR,CORPUS CHRISTI,78416,No,169,0,3,Yes,Yes,Yes,Dr. Maria Luisa,Garza,3618819988,maria.garza@gccl.org,Dr. Maria Luisa,Garza,3618819988,maria.garza@gccl.org,Dr. Maria Luisa,Garza,3618819988,maria.garza@gccl.org,No,Yes,Yes,www.gcclr.org,No,-9,Yes,Yes,No,No,No,No,Yes,No,0,0,23,0,Yes,-9,-9,-9,Yes,Yes,No,No,No,Yes,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800029,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,601 N AKARD ST STE 203,DALLAS,75201,No,645,0,1,Yes,Yes,Yes,Frances,Mercer,(214) 828-9347,frances.mercer@pegasuscharter.org,Frances,Mercer,(214) 828-9347,frances.mercer@pegasuscharter.org,Athena,Bivens,(214) 740-9991,athena.bivens@pegasuscharter.org,No,Yes,No,-9,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800030,UPLIFT EDUCATION,1825 MARKET CENTER BLVD,DALLAS,75207,No,13125,0,29,Yes,Yes,Yes,Ann,Stevenson,469-621-8500,astevenson@uplifteducation.org,Ann,Stevenson,469-621-8500,astevenson@uplifteducation.org,Ann,Stevenson,469-621-8500,astevenson@uplifteducation.org,No,Yes,No,-9,No,-9,Yes,No,No,Yes,No,Yes,Yes,No,0,14,182,20,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,11,8,0,0,2,2,0,0,2,2,5,5,0,0,20,17,0,0,2,2
TX,TEXAS,4800031,UNIVERSITY OF HOUSTON CHARTER SCHOOL,3855 HOLMAN ST MELCHER GYM 100,HOUSTON,77204,No,119,0,1,Yes,Yes,Yes,Patricia,Paquin,(713)743-9111,ppaquin@uh.edu,Patricia,Paquin,(713)743-9111,ppaquin@uh.edu,Patricia,Paquin,(713)743-9111,ppaquin@uh.edu,No,Yes,Yes,http://www.uh.edu/charter-school/pdf/parent-handbook-15-16-2.pdf,No,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
TX,TEXAS,4800032,ACADEMY OF ACCELERATED LEARNING INC,6025 CHIMNEY ROCK,HOUSTON,77081,No,773,773,1,Yes,Yes,Yes,Doris,Robins,(713)773-4766,drobins@aalinc.org,Doris,Robins,(713)773-4766,drobins@aalinc.org,Doris,Robins,(713)773-4766,drobins@aalinc.org,No,Yes,No,-9,No,-9,Yes,Yes,No,Yes,No,Yes,Yes,Yes,0,53,122,14,Yes,-9,-9,-9,Yes,Yes,No,No,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
