SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2018-2019,51,VIRGINIA,VA,AMELIA-NOTTOWAY VOC CTR,AMELIA-NOTTOWAY VOC CTR,1,,VA-311,5100013,VA-311-3110380,510001302026,5102026,148 Vo-Tech Road,,,Jetersville,VA,23083,,148 Vo Tech Rd,,,Jetersville,VA,23083,,(434)645-7854,,1,Open,1,Open,01/09/2019,Career and Technical School,3,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,COOP CTR FOR EXCEP CHILDREN,COOP CTRS FOR EXCEPTIONAL CHILDREN,1,,VA-280,5100014,VA-280-2800010,510001402086,5102086,200 Maroon Tide Dr,,,Galax,VA,24333,,200 Maroon Tide Dr,,,Galax,VA,24333,,(276)236-8811,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,CENTER FOR AUTISM,NEW HORIZONS REGIONAL EDUC CTR-SPEC ED,1,,VA-285,5100017,VA-285-2850010,510001702089,5102089,1501 Kiln Creek Pkwy,,,Newport News,VA,23602,,1501 Kiln Creek Pkwy,,,Newport News,VA,23602,,(804)874-4444,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,NEWPORT ACADEMY,NEW HORIZONS REGIONAL EDUC CTR-SPEC ED,1,,VA-285,5100017,VA-285-2850020,510001702639,5102639,13400 Woodside Lane,,,Newport News,VA,23608,,13400 Woodside Lane,,,Newport News,VA,23608,,(757)766-0000,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,PIEDMONT REG ED/IVY CREEK,PIEDMONT REGIONAL ED.,1,,VA-286,5100018,VA-286-2860010,510001802090,5102090,227 Lambs Lane,,,Charlottesville,VA,22901,,227 Lambs Lane,,,Charlottesville,VA,22901,,(434)975-9420,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,LAUREL REGIONAL SPECIAL ED CTR,LAUREL REGIONAL,1,,VA-282,5100024,VA-282-2820010,510002401572,5101572,401 Monticello Avenue,,,Lynchburg,VA,24501,,401 Monticello Avenue,,,Lynchburg,VA,24501,,(434)522-3716,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,NORTHWESTERN REG ED PGM,NORTHWESTERN REG ED PGM,1,,VA-284,5100025,VA-284-2840005,510002501575,5101575,860 Smithfield Ave,,,Winchester,VA,22601,,860 Smithfield Ave,,,Winchester,VA,22601,,(540)665-0103,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,N VIRGINIA REG SPEC ED PGM,N VIRGINIA REG SPEC ED PGM,1,,VA-290,5100026,VA-290-2900010,510002601576,5101576,PO Box 389,,,Manassas,VA,20108,,14800 Joplin Rd,,,Manassas,VA,22108,,(703)791-7295,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,SHENANDOAH VALLEY GOV. SCH.,SHENANDOAH VALLEY GOVERNORS SCHOOL,1,,VA-265,5100028,VA-265-2650010,510002801504,5101504,49 Hornet Road,Valley  Vo-Tech Center,,Fishersville,VA,22939,,49 Hornet Road,Valley  Vo-Tech Center,,Fishersville,VA,22939,,(540)245-5088,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,GOV. SCH. GLOBAL ECONOMICS/TECH.,GOV SCH GLOBAL ECONOMICS/TECH,1,,VA-266,5100029,VA-266-2660010,510002901505,5101505,200 Daniel Rd,Southside Va Community College,,Keysville,VA,23947,,200 Daniel Rd,Southside Va Community College,,Keysville,VA,23947,,(434)736-0616,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,APPOMATTOX REGIONAL GOV. SCH.,APPOMATTOX REGIONAL GOV SCH,1,,VA-267,5100032,VA-267-2670010,510003201932,5101932,512 W Washington St,,,Petersburg,VA,23803,,512 W Washington St,,,Petersburg,VA,23803,,(804)722-0200,http://www.args.us,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,A. LINWOOD HOLTON GOV. SCH.,A. LINWOOD HOLTON GOV SCH,1,,VA-268,5100033,VA-268-2680010,510003301933,5101933,Southwest Va Higher Ed Center,PO Box 1987,,Abingdon,VA,24212,,Southwest Va Higher Ed Center,One Partnership Circle,,Abingdon,VA,24210,,(276)469-4027,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,CHESAPEAKE BAY GOV. SCH.,CHESAPEAKE BAY GOV SCH,1,,VA-269,5100034,VA-269-2690010,510003401934,5101934,Chesapeake Bay Governor's Scho,PO Box 756,,Tappahannock,VA,22560,,109 North Cross St,,,Tappahannock,VA,22560,,(804)443-0267,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,COMMONWEALTH GOV .SCH.,COMMONWEALTH GOVERNOR'S SCHOOL,1,,VA-270,5100035,VA-270-2700010,510003501936,5101936,12301 Spotswood Furnace Road,,,Fredericksburg,VA,22407,,12301 Spotswood Furnace Road,,,Fredericksburg,VA,22407,,(540)891-2445,,1,Open,1,Open,01/09/2019,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,KINGS DAUGHTERS HOSP. EP.,KINGS DAUGHTERS,1,,VA-564,5100038,VA-564-5644010,510003802280,5102280,601 Childrens Ln,ROB3,,Norfolk,VA,23507,,601 Childrens Ln,ROB3,,Norfolk,VA,23507,,(757)668-7061,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported
2018-2019,51,VIRGINIA,VA,RICHMOND HOSPITAL EP.,MEDICAL COLLEGE OF VA,1,,VA-873,5100040,VA-873-8734010,510004002291,5102291,PO Box 980484,,,Richmond,VA,23298,484.0,Vmi Bdlg,1000 E Marshall St,,Richmond,VA,23298,484.0,(804)828-0426,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported
2018-2019,51,VIRGINIA,VA,CHARLOTTESVILLE HOSP. EP.,UNIVERSITY OF VA,1,,VA-879,5100041,VA-879-8794020,510004102324,5102324,UVA Health System,Box 800 399,,Charlottesville,VA,22908,399.0,Kluge Children's Rehab Center,2270 Ivy Road,,Charlottesville,VA,22903,,(434)924-5437,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported
2018-2019,51,VIRGINIA,VA,NORTHERN VIRGINIA JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010001,510004202376,5102376,200 S. Whiting St.,,,Alexandria,VA,22304,,200 S. Whiting St.,,,Alexandria,VA,22304,,(703)751-3700,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,HIGHLANDS JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010002,510004202377,5102377,2105 Shakesville Road,,,Bristol,VA,24203,,2105 Shakesville Road,,,Bristol,VA,24203,,(276)466-7817,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,BLUE RIDGE JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010003,510004202378,5102378,195 Peregory Ln.,,,Charlottesville,VA,22902,,195 Peregory Ln.,,,Charlottesville,VA,22902,,(434)951-9340,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,TIDEWATER JUVENILE DETENTION HOME - CHESAPEAKE,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010004,510004202379,5102379,420 Albemarle Dr.,,,Chesapeake,VA,23322,,420 Albemarle Dr.,,,Chesapeake,VA,23322,,(757)382-6788,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,CHESTERFIELD JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010005,510004202380,5102380,9700 Krause Rd.,,,Chesterfield,VA,23832,,9700 Krause Rd.,,,Chesterfield,VA,23832,,(804)706-2160,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,W.W. MOORE JR. JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010007,510004202382,5102382,603 Colquhoun St.,,,Danville,VA,24541,,603 Colquhoun St.,,,Danville,VA,24541,,(434)773-8170,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,FAIRFAX JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010008,510004202383,5102383,10650 Page Ave.,,,Fairfax,VA,22030,,10650 Page Ave.,,,Fairfax,VA,22030,,(703)246-2915,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,HENRICO JUVENILE DETENTION HOME - JAMES RIVER,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010011,510004202386,5102386,4201 E. Parham Rd.,,,Richmond,VA,23273,,4201 E. Parham Rd.,,,Richmond,VA,23273,,(804)556-4214,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,LOUDOUN CO. JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010013,510004202388,5102388,42020 Loudoun Center Place,,,Leesburg,VA,20175,,42020 Loudoun Center Place,,,Leesburg,VA,20175,,(703)771-5325,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,LYNCHBURG JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010014,510004202389,5102389,1400 Florida Ave.,,,Lynchburg,VA,24501,,1400 Florida Ave.,,,Lynchburg,VA,24501,,(434)847-1882,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,NEW RIVER VALLEY JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010015,510004202390,5102390,650 Wades Lanes,,,Christiansburg,VA,23607,,650 Wades Lanes,,,Christiansburg,VA,23607,,(540)381-0097,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,NEWPORT NEWS JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010016,510004202391,5102391,228 25th St.,,,Newport News,VA,23607,,228 25th St.,,,Newport News,VA,23607,,(757)926-7352,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,NORFOLK JUVENILE DETENTION CENTER,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010017,510004202392,5102392,1260 Security Ln.,,,Norfolk,VA,23502,,1260 Security Ln.,,,Norfolk,VA,23502,,(757)892-3310,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,PIEDMONT REGIONAL JUVENILE DETENTION CENTER,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010018,510004202393,5102393,PO Box 344,,,Farmville,VA,23901,,701 Industrial Pk. Rd,,,Farmville,VA,23901,,(434)392-3834,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,CRATER JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010019,510004202394,5102394,6102 County Dr.,,,Disputanta,VA,23842,,6102 County Dr.,,,Disputanta,VA,23842,,(804)732-3803,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,RICHMOND JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010021,510004202395,5102395,1700  N. 17th St.,,,Richmond,VA,23219,,1700  N. 17th St.,,,Richmond,VA,23219,,(804)646-3470,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,ROANOKE VALLEY JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010022,510004202396,5102396,498 Coyner Springs Rd.,,,Roanoke,VA,24012,,498 Coyner Springs Rd.,,,Roanoke,VA,24012,,(540)561-3858,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,RAPPAHANNOCK JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010023,510004202397,5102397,PO Box 1480,,,Stafford,VA,22555,1480.0,275 Wyche Rd.,,,Stafford,VA,22555,1480.0,(540)658-1481,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,SHENANDOAH VALLEY JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010024,510004202398,5102398,110 Montgomery Ave.,,,Staunton,VA,24401,,110 Montgomery Ave.,,,Staunton,VA,24401,,(540)886-6241,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,MIDDLE PENINSULA JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010025,510004202399,5102399,9300 Merrimac Trail,,,Williamsburg,VA,23185,,9300 Merrimac Trail,,,Williamsburg,VA,23185,,(757)887-0225,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,PRINCE WILLIAM JUV. DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010029,510004202403,5102403,14873 Dumfries Rd.,,,Manassas,VA,22111,,14873 Dumfries Rd.,,,Manassas,VA,22111,,(703)791-3181,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,VIRGINIA BEACH JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010030,510004202476,5102476,2512 George Mason Drive,,,Virginia Beach,VA,23456,,2512 George Mason Drive,,,Virginia Beach,VA,23456,,(757)468-8960,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,N.W. ( NORTHWESTERN) REGIONAL JUVENILE DETENTION HOME,DOE SOP EDUC PROGRAMS,1,,VA-901,5100042,VA-901-9010009,510004202890,5102890,145 Fort Collier,,,Winchester,VA,22603,,145 Fort Collier,,,Winchester,VA,22603,,(540)722-6174,,1,Open,1,Open,01/09/2019,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,UG,UG,Ungraded,As reported
2018-2019,51,VIRGINIA,VA,CENTRAL ST. HOSP. ED. PR.,CENTRAL ST HOSP,1,,VA-920,5100045,VA-920-9204020,510004501948,5101948,PO Box 4030,,,Petersburg,VA,23803,,West Washington St Extended,Bldg 114,,Petersburg,VA,23803,,(804)524-7676,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported
2018-2019,51,VIRGINIA,VA,EASTERN ST. HOSP. ED. PRG,EASTERN ST HOSP,1,,VA-921,5100046,VA-921-9214010,510004602262,5102262,4601 Ironbound Rd,PO Box 8791,,Williamsburg,VA,23187,8791.0,4601 Ironbound Rd B11,,,Williamsburg,VA,23187,8791.0,(757)253-4250,,1,Open,1,Open,01/09/2019,Special Education School,2,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported
